,statute_code,charge_descriptions,charge_class,charge_label,Reason
117,CR.9.405.(a)(2),"['ESCAPE - SECOND DEGREE' 'Escape - Second Degree'
  'Escape - Second Degree - Fail to Report']",['Misdemeanor'],Ineligible,
501,CR.9.405.(a)(3)(i)(i,['ESCAPE - SECOND DEGREE' 'Escape - Second Degree'],['Misdemeanor'],Ineligible,
692,CR.9.405.(a)(3)(i)(ii),['ESCAPE - SECOND DEGREE' 'Escape - Second Degree'],['Misdemeanor'],Ineligible,
404,CR.9.405.(b)(2),['ESCAPE - 2ND DEG-COND OF RELS' 'Escape - 2nd Deg-Cond Of Rels'],['Misdemeanor'],Ineligible,
465,CR.9.412.(a)(1),['CONTRABAND DELIVERY' 'Contraband Delivery'],['Misdemeanor'],Ineligible,
85,CR.9.412.(a)(3),"['POSS CONTBND-PLACE OF CONFINEM' 'POSS/REC WEAPON WHILE CONF/DET'
  'POSS CONTBND-PLACE OF CONFINEMENT' 'Poss Contbnd-Place Of Confinement'
  'Possess Contraband-Place Of Confinement'
  'Poss Contbnd-Place Of Confinement (crack cocaine)'
  'Poss Contraband-Place Of Confinement']",['Misdemeanor' 'Felony Circuit Court'],Ineligible,
1538,CR.9.413.(a)(3),['Contraband-Escape-Conceal'],['Felony Circuit Court'],Ineligible,
1457,CR.9.414.(a)(1),['Contraband - Deliver Weapon'],['Felony Circuit Court'],Ineligible,
1501,CR.9.414.(a)(2),['Contraband-Possess Weapon'],['Felony Circuit Court'],Ineligible,
799,CR.9.414.(a)(3),['CONTRABAND-CONCEAL WEAPON' 'Contraband-Conceal Weapon'],['Felony Circuit Court'],Ineligible,
1406,CR.9.417.(a)(2),['Poss Telcomm W/Int Del'],['Misdemeanor'],Ineligible,
1225,CR.9.610.(c),['DEFECTIVE ALARM/CONT. USE'],['Misdemeanor'],Ineligible,
766,CR.9.804.(1)(2),['Gang -Association/Participation'],['Felony Circuit Court'],Ineligible,
1176,CR.9.804.(b),['GANG - ASSOC/PART-DEATH' 'Gang - Assoc/Part-Death'],['Felony Circuit Court'],Ineligible,
832,CR.9.804.a,['Participate Criminal Gang' 'PARTICIPATE CRIMINAL GANG'],['Felony Circuit Court'],Ineligible,
796,CR.9.804(a),['Participate Criminal Gang'],['Felony Circuit Court'],Ineligible,
906,CR.9.804(d),['Con-Part Criminal Gang'],['Felony Circuit Court'],Ineligible,
900,CR.9.805,"['Organize, Supervise, Finance Gang' 'ORG, SUPERVISE, FINANCE GANG']",['Felony Circuit Court'],Ineligible,
125,CR11.208(a)(1)(2)(3),['Possess Child Pornography'],['Misdemeanor'],Ineligible,
576,CS.11.726.(b),['VIOLATE COND OF RELEASE - OTH' 'Violate Cond Of Release'],['Misdemeanor'],Ineligible,
1323,CS.8.801,['IMPRISON CORRECTIONAL EMPL'],['Felony Circuit Court'],Ineligible,
1152,CS.8.803,['INDECENT EXPOSE CORRECTION EMP' 'Indecent Expose Correction Empl'],['Misdemeanor'],Ineligible,
440,ED.26.101.(b),['SCHL MOLEST ETC OTHER LOC' 'Schl Molest Etc Other Loc'],['Misdemeanor'],Ineligible,
24,ED.7.301,"['SCHOOL: FAIL SEND CHILD' 'SCHOOL:FAIL SEND CHILD'
  'School:Fail Send Child' 'SCHOOL: FAIL TO SEND CHILD']",['Misdemeanor'],Ineligible,
433,EN.10.305,['NUISANCE VIOLATIONS'],['Misdemeanor'],Ineligible,
1379,EN.4.105,['Sediment Erosion Control'],['Misdemeanor'],Ineligible,
1262,EN.4.215,['Violate Stormwater Management Plan'],['Misdemeanor'],Ineligible,
1182,EN.4.410.(a),['DISCHARGE OIL' 'Discharge Oil'],['Felony Circuit Court'],Ineligible,
1542,EN.4.410.(b),['Discharge Oil - Report'],['Felony Circuit Court'],Ineligible,
778,EN.4.413.a,['Introduce Soil/Sediment Into State Waters'],['Misdemeanor'],Ineligible,
1378,en.4.413.a,['Placing Soil in Location Likely to Wash Into Waters of the State'],['Misdemeanor'],Ineligible,
1503,EN.7.265,['Hazardous Subst-Disposal'],['Felony Circuit Court'],Ineligible,
980,EN.7.265.(a)(1),['Hazardous Substance Disposal' 'HAZARDOUS SUBST-DISPOSAL'],['Felony Circuit Court'],Ineligible,
1235,EN.7.265.(a)(2),['HAZARDOUS SUBST-TRANSPORT'],['Felony Circuit Court'],Ineligible,
1238,EN.7.265.(a)(4),['HAZARDOUS SUBST-AUTHORIZE'],['Felony Circuit Court'],Ineligible,
1071,EN.7.265.(d),['HAZARDOUS SUBST/ENDANGER OTHER' 'Hazardous Substance/Endanger Another'],['Felony Circuit Court'],Ineligible,
780,EN.9.204.(h)(1),['Install/Alter Water/Sew/Refuse System W/O Permit'],['Misdemeanor'],Ineligible,
1304,EN.9.228.(h),['HAUL SCRAP TIRES W/O LICENSE'],['Misdemeanor'],Ineligible,
967,EN.9.228.f(2),['DISP SCRAP TIRE MONETARY GAIN'],['Misdemeanor'],Ineligible,
725,EN.9.322,['Discharge Pollutants Into Water'],['Misdemeanor'],Ineligible,
500,EN.9.343.(a)(1),['Violate Regulation-Water Pollution Control'],['Misdemeanor'],Ineligible,
1393,FI.12.906,['Provide Debt Mgmt Serv W/O Lic'],['Felony Circuit Court'],Ineligible,
100,FL.10.203,"['Nonsupport - Minor Child' 'NONSUPPORT - MINOR CHILD'
  'DESERTION-MINOR CHILD' 'Desertion-Minor Child'
  'Non Support - Minor Child']",['Misdemeanor'],Ineligible,
369,FL.4.508.1,['VIOLATE OUT OF STATE ORDER'],['Misdemeanor'],Ineligible,
1309,FL.5.705.2,['ABUSE/NEGLECT REPORTING'],['Misdemeanor'],Ineligible,
80,FL.5.801,['CONFINE UNATTENDED CHILD' 'Confine Unattended Child'],['Misdemeanor'],Ineligible,
460,FL.9.305,"['Detain Child Custodian Out Of State' 'DETAIN CHLD CUSTODN OUT ST'
  'ABDUCT CHILD/CUST OUT ST' 'ABDUCT CHILD - CUST OUT ST'
  'Hide Child By Relative Out Of State' 'Abduct Etc Child - Accessory'
  'ABDUCT ETC CHILD - ACCESSORY' 'Abduct Child/Cust Out St'
  'Detain Child/Relative Outside This State More Than 48 Hours'
  'DET CHILD CUSTODIAN OUT ST']",['Felony Circuit Court'],Ineligible,
227,HG.18.318.(a),['VACCINATIONS - DOGS/CATS' 'VACCINATION-DOGS/CATS'],['Misdemeanor'],Ineligible,
1233,HG.18.601.1,['Transfer Hiv To Another'],['Misdemeanor'],Ineligible,
1003,HG.19.601.1,['TRANSFER HIV TO ANOTHER'],['Misdemeanor'],Ineligible,
1180,HG.21.256.2,['Misbrand/Adultrat Food Etc'],['Misdemeanor'],Ineligible,
1429,HG.21.259.1,"['FOOD, SEALED, OPENING']",['Misdemeanor'],Ineligible,
1584,HG.21.305.(a),['OPER FOOD EST W/O LICENSE'],['Misdemeanor'],Ineligible,
1582,HO.17.603.(1),['MISREP PUBLIC CERTIFIED COUNSE'],['Misdemeanor'],Ineligible,
564,HO.3.501.(b),"['MASSAGE THERAPY W/O LICENSE' 'CON-MASSAGE THERAPY W/O LICENS'
  'Massage Therapy W/O License']",['Misdemeanor'],Ineligible,
1516,HO.3.501.b,['Practicing W/O License'],['Misdemeanor'],Ineligible,
1068,HO.35A.11.(b),['MISREP-MASSAGE THERAPISTS'],['Misdemeanor'],Ineligible,
1170,IN.27.202,['Misrep-Insurance Policies' 'MISREP-INSURANCE POLICIES'],['Misdemeanor'],Ineligible,
1451,IN.27.403.(4),['MISAPPROPRIATE FUNDS $300+'],['Felony District Court'],Ineligible,
961,IN.27.403.(6),['INS-FALSE APPLICATN $300+' 'INS-FALSE APPLICATN -$300'],['Felony District Court' 'Misdemeanor'],Ineligible,
914,LE.3.502,['WAGES: FAIL TO PAY REGULAR'],['Misdemeanor'],Ineligible,
1131,LE.3.505,['WAGES: TERM & FAIL TO PAY'],['Misdemeanor'],Ineligible,
620,LE.8.1301,"['UNEMPL FALSE STMT FOR BEN' 'UNEMPL:FAIL DISC MAT FACT'
  'UNEMPL: FAIL DISC MAT FACT']",['Misdemeanor'],Ineligible,
1047,LE.8.1302,"['UNEMPLY FALS DISC PRVNT BEN'
  'Unemployment False Disclosure Prevent Benefit']",['Misdemeanor'],Ineligible,
1531,LO.58.101,['Discharge firearm within corporate limits of Town of Ocean City'],['Misdemeanor'],Ineligible,
1473,NR.8.738(a)(3),"['Op. Vessel/DWI/CDS, etc.']",['Misdemeanor'],Ineligible,
1443,PS 5-133 (b),['REGULATED FIREARM; ILLEGAL POSSESSION'],['Misdemeanor'],Ineligible,
1463,PS. 5.133.b,['Regulated Firearm; Illegal Possession'],['Misdemeanor'],Ineligible,
430,PS.10.110.(a)(1),['FIREWORKS DISCH. W/O PERMIT' 'FIREWORKS POSS. W/O PERMIT'],['Misdemeanor'],Ineligible,
451,PS.10.110.(a)(2),['FIREWORKS POSS. W/O PERMIT'],['Misdemeanor'],Ineligible,
1302,PS.10.110.(b)(1),['FIREWORKS:SALE W/O PERMIT'],['Misdemeanor'],Ineligible,
1331,PS.10.113.(b),['SPARKLERS-MANUFACTURE'],['Misdemeanor'],Ineligible,
895,PS.11.114.(b),"['Explosives-Poss W/O License' 'EXPLOSIVES: NO LICENSE'
  'EXPLOSIVES-POSS W/O LICENSE']",['Felony Circuit Court'],Ineligible,
827,PS.5.106,['REG FIREARM:SALE W/O LICENSE' 'Reg Firearm:Sale W/O License'],['Misdemeanor'],Ineligible,
1146,PS.5.123,['Firearm Dealer:Sell/Rent & Transfer Before 7 Day Expiration'],['Misdemeanor'],Ineligible,
548,PS.5.124.(a),"['FIREARM/SALE/PERSON'
  'Firearm Person:Sell/Rent & Transfer Before 7 Day Expiration']",['Misdemeanor'],Ineligible,
92,PS.5.133.(B),"['REG FIREARM:ILLEGAL POSSESSION' 'REGULATED FIREARM:ILLEGAL POSSESSION'
  'VOP: REG FIREARM:ILLEGAL POSSESSION' 'POSSESSION OF REGULATED FIREARM'
  'REGULATED FIREARM:ILLEGAL POSSESSION; CJIS#: 11106']",['Misdemeanor'],Ineligible,
66,PS.5.133.(b),"['Regulated Firearm:Illegal Possession' 'REG FIREARM:ILLEGAL POSSESSION'
  'POSS OF REGULATED FIREARM AFTER BEING ADDICTED TO CONT DANG SUB']",['Misdemeanor'],Ineligible,
159,PS.5.133.(c),"['Firearm-Possession With Felony Conviction'
  'Firearm-Possession With Conviction of Crime of Violence'
  'FIREARM-POSS W/FEL CONV' 'Firearm Possession With Conviction']",['Felony Circuit Court'],Ineligible,
87,PS.5.133.(d),"['Possess Regulated Firearm/Ammunition Being Under 21'
  'Possess Regulated Firearm Being Under 21' 'POSS OF FIREARM/AMMO/MINOR'
  'POSS OF FIREARM MINOR'
  'POSSESS REGULATED FIREARM BEING UNDER 21; CJIS#: 15285']",['Misdemeanor'],Ineligible,
78,PS.5.133.1,"['ILLEGAL POSS AMMO' 'Illegal Poss Ammo'
  'Illegal Possession of Ammunition']",['Misdemeanor'],Ineligible,
1059,PS.5.133.b.13,"['Possesson of Firearm by ADJ Delinquent'
  'Possession of Firearm by ADJ Delinquent']",['Misdemeanor'],Ineligible,
74,PS.5.133.c,"['FIREARM POSS W/FEL CONVICT' 'Firearm Poss W/Felony Conviction'
  'FIREARM POSS W/FELONY CONVICTION'
  'Firearm-Possession With Felony Conviction']",['Felony Circuit Court'],Ineligible,
516,PS.5.133.d &amp; 5.143,['Possess Regulated Firearm/Ammunition Being Under 21'],['Misdemeanor'],Ineligible,
596,PS.5.134.(b),"['REG FIREARM-ILLEGAL SALE/TRAN'
  'Regulated Firearm: Illegal Sale-Transfer']",['Misdemeanor'],Ineligible,
1585,PS.5.134.(d)(1)(i),['AMMO/SALE TO MINOR'],['Misdemeanor'],Ineligible,
472,PS.5.136.(b),['STRAW PURCHASE' 'Firearm: Straw Purchase'],['Misdemeanor'],Ineligible,
124,PS.5.138,"['Regulated Firearm Stolen - Possess/Sell/Transfer/Dispose Of'
  'REG FIREARM:STOLEN/SELL ETC'
  'Regulated Firearm Stolen - Possess/Sell/Transfer/Dispose O'
  'REGULATED FIREARM:STOLEN-POSSESS/SELL/TRANSFER/DISPOSE OF'
  'Possess Regulated Firearm' 'Receiving Stolen Firearm']",['Misdemeanor'],Ineligible,
779,PS.5.138 &amp; 5.143,['Regulated Firearm Stolen - Possess/Sell/Transfer/Dispose O'],['Misdemeanor'],Ineligible,
697,PS.5.138 &amp; 5.144,['Regulated Firearm Stolen - Possess/Sell/Transfer/Dispose O'],['Misdemeanor'],Ineligible,
503,PS.5.139.(a),"['Regulated Firearm: False Application To Purchase'
  'REG FIREARM: FALSE APP/PURCH']",['Misdemeanor'],Ineligible,
1498,PS.5.140,['Transport Regulated Firearm Into State:Ill Sale-Trafficking'],['Misdemeanor'],Ineligible,
494,PS.5.142.(a),"['Firearm: Alter Etc Id Number'
  'Firearm: Removal/Alteration of ID Mark/Number'
  'FIREARM: ALTER ETC ID NUMBER']",['Misdemeanor'],Ineligible,
330,PS.5.143,"['REG FIREARM-UNLAWFUL SALE/TRAN' 'Reg Firearm-Unlawful Stale/Trans'
  'Reg Firearm-Unlawful Sale/Trans' 'REG FIREARM-UNLAWFUL STALE/TRA']",['Misdemeanor'],Ineligible,
791,PS.5.143.(a)(2),['Knowingly Alter Firearm Id Number' 'KNOW ALTER FIREARM ID NUMBER'],['Misdemeanor'],Ineligible,
903,PS.5.144.(a)(1),['Reg Firearm-Unlawful Sale/Trans'],['Misdemeanor'],Ineligible,
298,PS.5.144.(a)(2),['KNOW ALTER FIREARM ID NUMBER' 'Knowingly Alter Firearm Id Number'],['Misdemeanor'],Ineligible,
665,PS.5.144.a1,['REG FIREARM-UNLAWFUL SALE/TRANS' 'REG FIREARM-UNLAWFUL SALE/TRAN'],['Misdemeanor'],Ineligible,
263,PS.5.203.(a),['Rifle/Shotgun:Unregistered' 'RIFLE/SHOTGUN:UNREGISTERED'],['Misdemeanor'],Ineligible,
810,PS.5.205.(a),['Rifle/Shotgun Possess-Mental Disorder/Violent Behavior'],['Misdemeanor'],Ineligible,
110,PS.5.205.(b),"['RFL/SHOTGN POSS-DISQUAL'
  'Rifle/Shotgun Possess-Mental Disorder/Violent Behavior'
  'Rfl/Shotgn Poss-Disqual' 'RFL/SHOTGN POSS-MENT. DIS.'
  'Rifle/Shotgun Possession-Disqualify' 'ILLEGAL POSSESSION OF A RIFLE'
  'ILLEGAL POSSESSION OF A SHOTGUN']",['Misdemeanor'],Ineligible,
132,PS.5.206,"['Rifle/Shotgun-Possession W/Felony Conviction'
  'RIFLE/SHOTGUN-POSSESSION W/FELONY CONVICTION'
  'RIFLE/SHOT-POSS W/FEL CONV' 'Rifle-Possession W/Felony Conviction'
  'Shotgun-Possession W/Felony Conviction']",['Felony Circuit Court'],Ineligible,
944,PS.6.601,['VIOL FIRE PREV TITLE/REG'],['Misdemeanor'],Ineligible,
1306,PS5-133.1,['Restrictions on possession of ammunition(PS5-133.1)'],['Misdemeanor'],Ineligible,
1316,PS5-133(b)(1),['Possession of regulated firearm prohibited person has been convicted of a disqualifying crime(PS5-13'],['Misdemeanor'],Ineligible,
1338,PS5-133(d),['Pos Reg Firearm/Ammun-Under 21(PS5-133(d))'],['Misdemeanor'],Ineligible,
854,PS5-133B,['Reg Firearm Illegal Possession(PS5-133B)'],['Misdemeanor'],Ineligible,
1026,PS5-133C,['Firearm Posses w/ Felony Convi(PS5-133C)'],['Felony Circuit Court'],Ineligible,
1285,PS5-205(b)(1),['Rifle or Shotgun Possess - Disqualification Crime(PS5-205(b)(1))'],['Misdemeanor'],Ineligible,
1128,RP.10.504,['Cust. Home Prot. Act-Escrow'],['Felony Circuit Court'],Ineligible,
321,TG.13.1014.(a)(3),"['POSS/SELL UNSTAMPED CIGS' 'Cigarettes Poss Unstamped Over 30 Cartons'
  'CIGS. POSS UNSTAMPED OVER 30']",['Misdemeanor'],Ineligible,
1495,TR -13-607 -B - -,['MV PERSON KNOWINGLY FLS INFO PLATE'],['Misdemeanor'],Ineligible,
963,TR -14-107 -K - -,['MV-ATTACH UNAUTHOR VEH REG'],['Misdemeanor'],Ineligible,
1526,TR -16-301 -C - -,['MV DISPLAYING SUSPENDED LICENSE'],['Misdemeanor'],Ineligible,
170,CR.5.601.(2)(iii)(iv),['Cds Obtain By Concealment/False Id'],['Misdemeanor'],Ineligible,
279,CR.8.301.(d)(1),"['Elect Dev/Medium Obt Benefit-L/T500' 'ELECT DEV/MED OBT BENE-UND $1,']",['Misdemeanor'],Ineligible,
301,BOP.2.603,['FALSE REP - ACCOUNTANTS'],['Misdemeanor'],Ineligible,
368,11-208,['Possession - Child Pornography(11-208)'],['Misdemeanor'],Ineligible,
371,CR.7.308.(d)(1),['RECORD/UNAUTH PERFORMANCE'],[nan 'Misdemeanor'],5M," 7-308, § 7-308 of the Criminal Law Article, Prohibited transfer of recorded sounds or images"
448,CR.6.205(a),['Burglary-Fourth Degree'],['Misdemeanor'],5M," 6-205, § 6-205 of the Criminal Law Article, Burglary in the fourth degree"
480,1-1105,['REG FIREARM-ILLEGAL SALE/TRAN'],['Misdemeanor'],Ineligible,
488,1-5220,['STRAW PURCHASE'],['Misdemeanor'],Ineligible,
560,AG.11.208.(d)(6),['Computer Access Code'],['Misdemeanor'],Ineligible,
567,27.388A.D,['Negligent Homocide-Auto/Boat-Drugs'],['Felony Circuit Court'],Ineligible,
610,CR.12.104.(a)(3),['GAMBLING-RENTED PLACE'],['Misdemeanor'],5M," 12-104, § 12-104 of the Criminal Law Article, Gaming device, or building, vessel, or place for gambling"
628,CR.12.204,['LOTTERY UNAUTH PL TO SELL'],[nan 'Misdemeanor'],5M," 12-204, § 12-204 of the Criminal Law Article, Location of sales or barter of lottery devices"
638,CR.10.402,['REMOVE HUMAN REMAINS'],['Misdemeanor'],5M," 10-402, § 10-402 of the Courts Article, Interceptions, procurements, disclosures, or use of communications in violation of subtitle prohibited"
669,27.36,['LOTTERY UNAUTH PL TO SELL'],['Misdemeanor'],Ineligible,
676,CR.12.104,['GAMING-KEEP TABLE/PLACE'],['Misdemeanor'],5M," 12-204, § 12-204 of the Criminal Law Article, Location of sales or barter of lottery devices"
692,CR 5 601,['CDS: ADMINISTER - MARIJUANA' 'CDS: Administer - Marijuana'],['Misdemeanor'],5M," 5-601, § 5-601 of the Criminal Law Article, Possessing or administering controlled dangerous substance"
700,CR.8.509.(2),['OBTAIN BENEFITS BY FALSE REP'],['Misdemeanor'],Ineligible,
701,SG.10.627.(a)(3),['FALSE PRETENSE-OBTN RECORDS'],['Misdemeanor'],Ineligible,
702,PS.14.309 (a),['STATE OF EMERGENCY VIOLATION'],['Misdemeanor'],Ineligible,
725,PS.5.133.c &amp; 5.143,['Firearm-Possession With Felony Conviction'],['Felony Circuit Court'],Ineligible,
733,CR -6-403 - - -,['TRESPASS:PRIVATE PROPERTY (CJIS 2_2220)'],['Misdemeanor'],Ineligible,
734,CR.7.308.(b),['RECORDING:UNAUTHORIZ COPY'],[nan 'Misdemeanor'],5M," 7-308, § 7-308 of the Criminal Law Article, Prohibited transfer of recorded sounds or images"
749,27 -338 - - -,['KIDNAP-CHILD UNDER 16 (CJIS 4 1005)'],['Felony Circuit Court'],5M,
758,CR.10.607.(a)(3),['POSS/TRAIN DOG FOR DOGFIGHT' 'Poss/Train Dog For Dogfight'],['Felony District Court' 'Misdemeanor'],5M,
764,CJ -31508 - - -,['PEACE ORDER FAIL TO COMPLY (CJIS 2 0105)'],['Misdemeanor'],Ineligible,
765,2-204,['Second Degree Murder(2-204)'],['Felony Circuit Court'],Ineligible,
775,7-104(g)(2)(i),['Theft of property or service with a value $100 - $1500(7-104(g)(2)(i))'],['Misdemeanor'],5M," 7-104, § 7-104 of the Criminal Law Article, General theft provisions"
778,27.145.C.(1),['Credit Card/Stolen:Receive'],['Misdemeanor'],Ineligible,
779,27 -8 - - -,['MALICIOUS BURNING/2ND DEG (CJIS 1 6503)'],['Misdemeanor'],Ineligible,
782,CR.3.604.(b)(2),['VUL ADLT ABUSE-HOUSE/FAMILY ME'],['Felony Circuit Court'],Ineligible,
787,10-201(c)(3),['Disorderly Conduct(10-201(c)(3))'],['Misdemeanor'],5M," 10-201, § 10-201 of the Criminal Law Article, Disturbing the public peace and disorderly conduct"
796,NR.5.417,['Ope Tree Expert W/O License'],['Misdemeanor'],Ineligible,
801,CR.5.604(b)(1),['CDS: DIST CNTRFT NARC'],['Felony Circuit Court'],Ineligible,
802,CR.12.205.(b)(2)(iii,['LOTTERY POSS SALES MONEY'],['Misdemeanor'],5M," 12-205, § 12-205 of the Criminal Law Article, Possession of lottery devices and records"
807,CR.12.203,['LOTTERY-SELL'],['Misdemeanor'],5M," 12-205, § 12-205 of the Criminal Law Article, Possession of lottery devices and records"
808,CL.8.103.(d),"['BD CK/PASS/NSF/$100-<$1,500']",['Misdemeanor'],5M," 8-103, § 8-103 of the Criminal Law Article, Obtaining property or services by bad check"
809,CR -3-303 - - -,['RAPE FIRST DEGREE (CJIS 1_1102)'],['Felony Circuit Court'],Ineligible,
813,CR.3.805(b)(5),['ELEC CONDUCT: HARASS-MINOR'],['Misdemeanor'],Ineligible,
814,CR.3.805(b)(3),['ELEC COMM: HARASS-MINOR'],['Misdemeanor'],Ineligible,
816,3-5050,['EXTORTION:VALUE LESS $500'],['Misdemeanor'],Ineligible,
819,CONVERTEDCODE,"['POSSESS ALCOHOL BEV UNAUTHORIZ' ""INSUFF # OF PFD'S"" 'M/V NOISE' ...
 'POSS. ALCOHOL NON-DESIG. AREA' 'ELECTRONIC CONTROL DEVICE-STUN'
 'URINATING IN PUBLIC AREA']",['Converted Degree' 'Misdemeanor'],Ineligible,
821,CR -3-304 - - -,['RAPE SECOND DEGREE (CJIS 2_1103)'],['Felony Circuit Court'],Ineligible,
827,27-290,"['CDS - ATTEMPT/CONSPIRACY' 'CDS-Attempt, Conspiracy(27-290)']",['Converted Degree' 'Misdemeanor'],Ineligible,
828,CR.13.2436,['WASHINGTON CO-OPR TIP JAR'],['Misdemeanor'],Ineligible,
830,27 -30 -A - -,['BURGLARY W/INT TO STEAL/NIGHT'],['Felony Circuit Court'],Ineligible,
834,27-120,['Reckless Endangerment(27-120)' 'RECKLESS ENDANGERMENT'],['Misdemeanor' 'Converted Degree'],Ineligible,
847,C6-202(b),['Conspiracy - Burglary/1st Deg/Home Invasion(C6-202(b))'],['Misdemeanor'],Ineligible,
853,27.287a,['CDS: Possess--Paraphernalia'],['Misdemeanor'],Ineligible,
855,27.418,['OBSCENE MATTER:PUBLISH/DISTRIB'],['Misdemeanor'],Ineligible,
858,27.15.(a),['PROSTITU:KEEP BAWDYHOUSE'],['Misdemeanor'],Ineligible,
865,C6-202,['Consprcy-Burg/1st Deg/Dwelling(C6-202)'],['Felony Circuit Court'],Ineligible,
867,4-101(c)(1),['Dangerous Weapon - Concealed(4-101(c)(1))'],['Misdemeanor'],Ineligible,
868,9-408(b)(1),['Resist A Lawful Arrest(9-408(b)(1))'],['Misdemeanor'],Ineligible,
869,6-402,['Trespass On Posted Property(6-402)'],['Misdemeanor'],Ineligible,
872,27 -36A -1 - -,['DISARMING LAW ENFORCEMENT OFFICER (CJIS 1 1460)'],['Felony Circuit Court'],Ineligible,
873,NR.5.423.(a),['Sol Act As Tree Expt W/O Lic' 'SOL ACT AS TREE EXPT W/O LIC'],['Misdemeanor'],Ineligible,
877,CR.12.104.(a)(4)(5)(6),['GAMING-KEEP TABLE/PLACE'],[nan 'Misdemeanor'],Ineligible,
896,CR.8.509.-3,['DEFRAUD HEALTH PLAN-SRVC L/T$1500'],['Misdemeanor'],Ineligible,
898,PS -5-133 (D) - - -,['POSSESSION OF REGULATED FIREARM/MIN (CJIS 1_5285)'],['Misdemeanor'],Ineligible,
899,PS -5-203 -A - -,['RIFLE/SHOTGUN:UNREGISTERED (CJIS 2_5212)'],['Misdemeanor'],Ineligible,
900,CR.6.305.(c)(2),['WATER SUPPLY METER:TAMPER'],['Misdemeanor'],Ineligible,
901,1-0005,['CONFINE OF CHILD'],['Misdemeanor'],Ineligible,
905,CP.5.212,['FAIL APPEAR-CITATION'],[nan 'Misdemeanor'],Ineligible,
908,A3-402,['Attempt Robbery(A3-402)'],['Felony Circuit Court'],Ineligible,
919,CR 8-301(g)(3),['ID FRAUD W/I MANUFACTURE/DIST'],['Felony District Court'],Ineligible,
921,27.689A,['Violate Home Detention Program'],['Misdemeanor'],Ineligible,
923,27 -287B - - -,['CDS POS/PUR NONCONT SUBST (CJIS 1 0691)'],['Misdemeanor'],Ineligible,
924,CR.11.205.(a)(1),['Obscene Advertising'],['Misdemeanor'],Ineligible,
925,CR.9.302.(c)(2),['SOL/CON-INDUCE/INH TEST-FELNY'],['Felony Circuit Court'],Ineligible,
926,CJ -3-831 - - -,['CONTRIBUTE TO COND OF CHLD (CJIS 2 0238)'],['Misdemeanor'],Ineligible,
934,1A1299,['ATT-ROBBERY'],['Felony Circuit Court'],Ineligible,
935,27 -146 - - -,['COMPUTERS ILLEGAL ACCESS (CJIS 1 2804)'],['Misdemeanor'],Ineligible,
937,CR.6.208,['B & E Research Facility'],['Felony Circuit Court'],Ineligible,
944,CL -14-1403 - - -,['USE/DISLOSE CREDIT CARD NUMBER (CJIS 2 0550)'],['Felony District Court'],Ineligible,
951,TA.21.902.b,"['Driving Under Influence Of Alcohol'
 '(Driving,Attempting To Drive) Vehicle While Impaired By Alcohol'
 '(DRIVING,ATTEMPTING TO DRIVE) VEHICLE WHILE IMPAIR ED BY ALCOHOL'
 '(Driving,Attempting To Drive) Vehicle While Impaired By Al' 'D.U.I.'
 '(DRIVING,ATTEMPTING TO DRIVE) VEHICLE WHILE IMPAIRED BY ALCOHOL'
 '(Driving, Attempting To Drive) Veh. While Impaired By Alcohol' 'DUI'
 'Driving Under the Influence' 'Driving Under The Influence Of Alcohol']",['Traffic' 'Misdemeanor'],Ineligible,
954,CR.5.619.(c)(2),['CDS:POSS PARAPHERNALIA'],['Misdemeanor'],5M," 5-619, § 5-619 of the Criminal Law Article, Drug paraphernalia"
958,27-335A,['Indecent Exposure(27-335A)'],['Misdemeanor'],Ineligible,
963,CR.7.302.(c)(3),['COMP/PUBLISH ACCESS CODE<$10K'],['Misdemeanor'],Ineligible,
967,27.35C..(b)(1),['Child Abuse:Custodian'],['Felony Circuit Court'],Ineligible,
971,27.40B,['CODE GRABBER/USE IN CRIME'],['Misdemeanor'],Ineligible,
973,27 -576 - - -,['TREAPASS-POSTED PROPERTY'],['Misdemeanor'],Ineligible,
974,CR.10.604.(4)(ii),['Animal Cruel Fail: Provide'],['Misdemeanor'],Ineligible,
975,BR.9A.501,['PROVIDE SERVICE WITHOUT LICENS'],['Misdemeanor'],Ineligible,
981,27 -451 - - -,['CONTAMINATE/POIS FOOD/DRNK (CJIS 1 0319)'],['Felony Circuit Court'],Ineligible,
982,CR.10.304.-3,['RACE/RELIG PROP DAMAGE:PERSON'],['Misdemeanor'],Ineligible,
983,27.44..(A),['Forgery-Priv Documents'],['Felony Circuit Court'],Ineligible,
994,10-203,['NONSUPPORT'],['Felony District Court' 'Converted Degree'],Ineligible,
